#hg19.knownGene.chrom	hg19.knownGene.txStart	hg19.kgXref.geneSymbol
chr1	1950767	GABRD
chr1	2076795	PRKCZ
chr1	1981908	PRKCZ
chr1	2005085	PRKCZ
chr1	2005424	PRKCZ
chr1	2036154	PRKCZ
chr1	2076795	PRKCZ
chr1	2100286	PRKCZ
chr1	2115898	FAAP20
chr1	2115898	FAAP20
chr1	2115898	FAAP20
chr1	2120987	FAAP20
chr1	2120987	FAAP20
chr1	2123333	FAAP20
chr1	2115898	FAAP20
chr1	2160133	SKI
chr1	2252695	MORN1
chr1	2263564	MORN1
chr1	2286615	MORN1
chr1	2309493	MORN1
chr1	2323213	RER1
chr1	2323213	RER1
chr1	2336240	PEX10
chr1	2336240	PEX10
chr1	2411622	PLCH2
chr1	2407753	PLCH2
chr1	2411622	PLCH2
chr1	2430182	PLCH2
chr1	2411622	PLCH2
chr1	2411622	PLCH2
chr1	2439974	PANK4
chr1	2439974	PANK4
chr1	2460183	HES5
chr1	2487804	TNFRSF14
chr1	2487804	TNFRSF14
chr1	2487804	TNFRSF14
chr1	2487804	TNFRSF14
chr1	2517898	PRXL2B
chr1	2517898	PRXL2B
chr1	2518188	PRXL2B
chr1	2518188	PRXL2B
chr1	2518188	PRXL2B
chr1	2518188	PRXL2B
chr1	2518188	PRXL2B
chr1	2518188	PRXL2B
chr1	2518516	PRXL2B
chr1	2522080	MMEL1
chr1	2522080	MMEL1
chr1	2572806	TTC34
chr1	2938045	ACTRT2
chr1	2985741	PRDM16
chr1	2985741	PRDM16
chr1	2985741	PRDM16
chr1	2985741	PRDM16
chr1	3388170	ARHGEF16
chr1	3371146	ARHGEF16
chr1	3382568	ARHGEF16
chr1	3383534	ARHGEF16
chr1	3388170	ARHGEF16
chr1	3404505	MEGF6
chr1	3404505	MEGF6
chr1	3541555	TPRG1L
chr1	3541555	TPRG1L
chr1	3541587	TPRG1L
chr1	3547330	WRAP73
chr1	3547336	WRAP73
chr1	3548460	WRAP73
chr1	3614609	TP73
chr1	3607235	TP73
chr1	3569128	TP73
chr1	3569128	TP73
chr1	3569128	TP73
chr1	3569128	TP73
chr1	3569128	TP73
chr1	3569128	TP73
chr1	3607235	TP73
chr1	3607235	TP73
chr1	3607235	TP73
chr1	3607235	TP73
chr1	3607235	TP73
chr1	3607235	TP73
chr1	3614609	TP73
chr1	3644041	TP73
chr1	3668964	CCDC27
chr1	3689333	SMIM1
chr1	3689351	SMIM1
chr1	3696783	LRRC47
chr1	3732843	CEP104
chr1	3728644	CEP104
chr1	3728652	CEP104
chr1	3750234	CEP104
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3773844	DFFB
chr1	3805696	C1orf174
chr1	3805696	C1orf174
chr1	3808872	C1orf174
chr1	4715104	AJAP1
chr1	4715104	AJAP1
chr1	5922870	NPHP4
chr1	5946554	NPHP4
chr1	5922869	NPHP4
chr1	5936013	NPHP4
chr1	5937152	NPHP4
chr1	5937152	NPHP4
chr1	6086072	KCNAB2
chr1	6052357	KCNAB2
chr1	6086072	KCNAB2
chr1	6086072	KCNAB2
chr1	6094347	KCNAB2
chr1	6105980	KCNAB2
chr1	6105980	KCNAB2
chr1	6161846	CHD5
chr1	6161846	CHD5
chr1	6181164	CHD5
chr1	6161846	CHD5
chr1	6245079	RPL22
chr1	6245079	RPL22
chr1	6266188	RNF207
chr1	6268677	RNF207
chr1	6268940	RNF207
chr1	6266188	RNF207
chr1	6281252	ICMT
chr1	6281252	ICMT
chr1	6304251	HES3
chr1	6307405	GPR153
chr1	6324331	ACOT7
chr1	6324331	ACOT7
chr1	6324331	ACOT7
chr1	6324331	ACOT7
chr1	6324331	ACOT7
chr1	6475293	HES2
chr1	6472497	HES2
chr1	6484847	ESPN
chr1	6508102	ESPN
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6521213	TNFRSF25
chr1	6524170	TNFRSF25
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6526151	PLEKHG5
chr1	6581406	NOL9
chr1	6581406	NOL9
chr1	6615337	TAS1R1
chr1	6615337	TAS1R1
chr1	6630968	TAS1R1
chr1	6640055	ZBTB48
chr1	6640062	ZBTB48
chr1	6640068	ZBTB48
chr1	6645361	ZBTB48
chr1	6650783	KLHL21
chr1	6650778	KLHL21
chr1	6650783	KLHL21
chr1	6673755	PHF13
chr1	6684924	THAP3
chr1	6685209	THAP3
chr1	6685209	THAP3
chr1	6845383	CAMTA1
chr1	6845383	CAMTA1
chr1	6845383	CAMTA1
chr1	7732053	CAMTA1
chr1	6845383	CAMTA1
chr1	7740147	CAMTA1
chr1	7796403	CAMTA1
chr1	7804894	CAMTA1
chr1	7831328	VAMP3
chr1	7844379	PER3
chr1	7844439	PER3
chr1	7844713	PER3
chr1	7844713	PER3
chr1	7844713	PER3
chr1	7844713	PER3
chr1	7907671	UTS2
chr1	7907671	UTS2
chr1	7903142	UTS2
chr1	7975930	TNFRSF9
chr1	8073486	ERRFI1
chr1	8071778	ERRFI1
chr1	8384389	SLC45A1
chr1	8390197	SLC45A1
chr1	8412463	RERE
chr1	8420171	RERE
chr1	8525029	RERE
chr1	8412463	RERE
chr1	8412463	RERE
chr1	8921058	ENO1
chr1	8921058	ENO1
chr1	8923172	ENO1
chr1	8931005	ENO1
chr1	9005892	CA6
chr1	9005892	CA6
chr1	9005892	CA6
chr1	9005892	CA6
chr1	9005892	CA6
chr1	9063358	SLC2A7
chr1	9097004	SLC2A5
chr1	9097004	SLC2A5
chr1	9101426	SLC2A5
chr1	9097004	SLC2A5
chr1	9097004	SLC2A5
chr1	9101426	SLC2A5
chr1	9117506	SLC2A5
chr1	9164475	GPR157
chr1	9164475	GPR157
chr1	9169157	GPR157
chr1	9186983	GPR157
chr1	9294862	H6PD
chr1	9352940	SPSB1
chr1	9415765	SPSB1
chr1	9599527	SLC25A33
chr1	9648931	TMEM201
chr1	9648931	TMEM201
chr1	9656916	TMEM201
chr1	9711789	PIK3CD
chr1	9711789	PIK3CD
chr1	9751524	PIK3CD
chr1	9751524	PIK3CD
chr1	9770162	PIK3CD
chr1	9789078	CLSTN1
chr1	9789078	CLSTN1
chr1	9789078	CLSTN1
chr1	9789078	CLSTN1
chr1	9908333	CTNNBIP1
chr1	9908333	CTNNBIP1
chr1	9989775	LZIC
chr1	9989775	LZIC
chr1	9989775	LZIC
chr1	9989775	LZIC
chr1	10003485	NMNAT1
chr1	10057254	RBP7
chr1	10057254	RBP7
chr1	10093040	UBE4B
chr1	10093040	UBE4B
chr1	10093040	UBE4B
chr1	10093040	UBE4B
chr1	10093040	UBE4B
chr1	10231013	UBE4B
chr1	10270763	KIF1B
chr1	10270763	KIF1B
chr1	10292307	KIF1B
chr1	10292307	KIF1B
chr1	10292307	KIF1B
chr1	10292307	KIF1B
chr1	10270763	KIF1B
chr1	10271673	KIF1B
chr1	10459084	PGD
chr1	10459084	PGD
chr1	10490158	CENPS
chr1	10490158	CENPS-CORT
chr1	10490158	CENPS-CORT
chr1	10490158	CENPS-CORT
chr1	10490803	CENPS-CORT
chr1	10490803	CENPS-CORT
chr1	10509775	CORT
chr1	10520602	DFFA
chr1	10520602	DFFA
chr1	10535002	PEX14
chr1	10535002	PEX14
chr1	10535002	PEX14
chr1	10535002	PEX14
chr1	10535002	PEX14
chr1	10535002	PEX14
chr1	10535002	PEX14
chr1	10588311	PEX14
chr1	10718063	CASZ1
chr1	10713040	CASZ1
chr1	10696665	CASZ1
chr1	10707262	CASZ1
chr1	11006529	C1orf127
chr1	11006529	C1orf127
chr1	11006529	C1orf127
chr1	11072678	TARDBP
chr1	11072678	TARDBP
chr1	11086579	MASP2
chr1	11104854	MASP2
chr1	11104854	MASP2
chr1	11105155	MASP2
chr1	11114648	SRM
chr1	11126675	EXOSC10
chr1	11126675	EXOSC10
chr1	11139767	EXOSC10
chr1	11166587	MTOR
chr1	11249345	ANGPTL7
chr1	11166587	MTOR
chr1	11333254	UBIAD1
chr1	11539294	DISP3
chr1	11561046	DISP3
chr1	11539294	DISP3
chr1	11709143	FBXO2
chr1	11708417	FBXO2
chr1	11708417	FBXO2
chr1	11714913	FBXO44
chr1	11714431	FBXO44
chr1	11714913	FBXO44
chr1	11714913	FBXO44
chr1	11714913	FBXO44
chr1	11714913	FBXO44
chr1	11714913	FBXO44
chr1	11724149	FBXO6
chr1	11734536	MAD2L2
chr1	11734536	MAD2L2
chr1	11734536	MAD2L2
chr1	11751780	DRAXIN
chr1	11796141	AGTRAP
chr1	11796141	AGTRAP
chr1	11796141	AGTRAP
chr1	11796141	AGTRAP
chr1	11796141	AGTRAP
chr1	11824461	C1orf167
chr1	11832138	C1orf167
chr1	11839858	C1orf167
chr1	11845786	MTHFR
chr1	11845786	MTHFR
chr1	11862937	MTHFR
chr1	11862937	MTHFR
chr1	11845786	MTHFR
chr1	11866152	CLCN6
chr1	11866152	CLCN6
chr1	11866152	CLCN6
chr1	11866152	CLCN6
chr1	11866152	CLCN6
chr1	11866152	CLCN6
chr1	11866152	CLCN6
chr1	11900375	CLCN6
chr1	11900375	CLCN6
chr1	11900375	CLCN6
chr1	11900375	CLCN6
chr1	11900375	CLCN6
chr1	11900375	CLCN6
chr1	11905766	NPPA
chr1	11917520	NPPB
chr1	11979644	KIAA2013
chr1	11982231	KIAA2013
chr1	11994723	PLOD1
chr1	11994723	PLOD1
chr1	12040237	MFN2
chr1	12040237	MFN2
chr1	12079298	MIIP
chr1	12123433	TNFRSF8
chr1	12123433	TNFRSF8
chr1	12185957	TNFRSF8
chr1	12185957	TNFRSF8
chr1	12227059	TNFRSF1B
chr1	12227059	TNFRSF1B
chr1	12227059	TNFRSF1B
chr1	12371510	VPS13D
chr1	12290112	VPS13D
chr1	12290112	VPS13D
chr1	12335881	VPS13D
chr1	12427724	VPS13D
chr1	12469883	VPS13D
chr1	12640550	DHRS3
chr1	12627938	DHRS3
chr1	12627938	DHRS3
chr1	12638983	DHRS3
chr1	12640130	DHRS3
chr1	12704565	AADACL4
chr1	12776117	AADACL3
chr1	12776117	AADACL3
chr1	12806162	C1orf158
chr1	12806162	C1orf158
chr1	12834983	PRAMEF12
chr1	12907235	LOC649330
chr1	12907260	HNRNPCL1
chr1	12952726	PRAMEF10
chr1	12976449	PRAMEF7
chr1	12998301	PRAMEF6
chr1	13035542	PRAMEF22
chr1	12998301	PRAMEF6
chr1	13328195	PRAMEF3
chr1	13359818	PRAMEF5
chr1	13386646	PRAMEF8
chr1	13386646	PRAMEF8
chr1	13516065	PRAMEF21
chr1	13607430	PRAMEF8
chr1	13629937	PRAMEF10
chr1	13736906	PRAMEF20
chr1	13801444	LRRC38
chr1	13910251	PDPN
chr1	13910251	PDPN
chr1	13910761	PDPN
chr1	13910761	PDPN
chr1	13911966	PDPN
chr1	13911966	PDPN
chr1	14075855	PRDM2
chr1	14031349	PRDM2
chr1	14075855	PRDM2
chr1	14026734	PRDM2
chr1	14031349	PRDM2
chr1	14075855	PRDM2
chr1	14075855	PRDM2
chr1	14925212	KAZN
chr1	15250624	KAZN
chr1	15256295	KAZN
chr1	15272414	KAZN
chr1	15287179	KAZN
chr1	14925212	KAZN
chr1	15427703	KAZN
chr1	15480228	TMEM51
chr1	15479027	TMEM51
chr1	15479027	TMEM51
chr1	15480228	TMEM51
chr1	15480228	TMEM51
chr1	15573767	FHAD1
chr1	15684286	FHAD1
chr1	15668231	FHAD1
chr1	15573767	FHAD1
chr1	15671578	FHAD1
chr1	15671911	FHAD1
chr1	15707196	FHAD1
chr1	15736390	EFHD2
chr1	15764937	CTRC
chr1	15764937	CTRC
chr1	15783222	CELA2A
chr1	15802595	CELA2B
chr1	15817323	CASP9
chr1	15817895	CASP9
chr1	15817895	CASP9
chr1	15817895	CASP9
chr1	15817895	CASP9
chr1	15817895	CASP9
chr1	15853351	DNAJC16
chr1	15853351	DNAJC16
chr1	15853351	DNAJC16
chr1	15898193	AGMAT
chr1	15886020	DNAJC16
chr1	15943952	DDI2
chr1	15943952	DDI2
chr1	15956819	DDI2
chr1	15986363	RSC1A1
chr1	16010826	PLEKHM2
chr1	16062808	SLC25A34
chr1	16068986	TMEM82
chr1	16090990	FBLIM1
chr1	16083153	FBLIM1
chr1	16085254	FBLIM1
chr1	16091029	FBLIM1
chr1	16091458	FBLIM1
chr1	16133656	UQCRHL
chr1	16174358	SPEN
chr1	16200609	SPEN
chr1	16268363	ZBTB17
chr1	16268363	ZBTB17
chr1	16268363	ZBTB17
chr1	16268363	ZBTB17
chr1	16270321	ZBTB17
chr1	16270364	ZBTB17
chr1	16271431	ZBTB17
chr1	16272256	ZBTB17
chr1	16274237	ZBTB17
chr1	16330730	SRARP
chr1	16340522	HSPB7
chr1	16340522	HSPB7
chr1	16340522	HSPB7
chr1	16340522	HSPB7
chr1	16340522	HSPB7
chr1	16355006	CLCNKA
chr1	16355006	CLCNKA
chr1	16345369	CLCNKA
chr1	16348485	CLCNKA
chr1	16348485	CLCNKA
chr1	16348485	CLCNKA
chr1	16355620	CLCNKB
chr1	16370230	CLCNKB
chr1	16375256	CLCNKB
chr1	16384263	FAM131C
chr1	16450831	EPHA2
chr1	16462083	EPHA2
chr1	16524598	ARHGEF19
chr1	16524598	ARHGEF19
chr1	16558181	CPLANE2
chr1	16618819	FBXO42
chr1	16576558	FBXO42
chr1	16576558	FBXO42
chr1	16693524	SZRD1
chr1	16693524	SZRD1
chr1	16693524	SZRD1
chr1	16693524	SZRD1
chr1	16693524	SZRD1
chr1	16722175	SPATA21
chr1	16725137	SPATA21
chr1	16725137	SPATA21
chr1	16767166	NECAP2
chr1	16767166	NECAP2
chr1	16767166	NECAP2
chr1	16782289	NECAP2
chr1	16892902	NBPF1
chr1	16892902	NBPF1
chr1	16893673	NBPF1
chr1	16931912	NBPF1
chr1	16888921	NBPF1
chr1	16926095	NBPF1
chr1	16931912	NBPF1
chr1	17081128	MST1L
chr1	17066767	CROCC
chr1	17249157	CROCC
chr1	17248444	CROCC
chr1	17266388	CROCC
chr1	17294697	CROCC
chr1	17300998	MFAP2
chr1	17300998	MFAP2
chr1	17300998	MFAP2
chr1	17300998	MFAP2
chr1	17321981	ATP13A2
chr1	17321981	ATP13A2
chr1	17312452	ATP13A2
chr1	17312452	ATP13A2
chr1	17312452	ATP13A2
chr1	17345224	SDHB
chr1	17393255	PADI2
chr1	17393255	PADI2
chr1	17405525	PADI2
chr1	17531620	PADI1
chr1	17559775	PADI1
chr1	17559775	PADI1
chr1	17559775	PADI1
chr1	17566189	PADI1
chr1	17575592	PADI3
chr1	17634689	PADI4
chr1	17634689	PADI4
chr1	17698740	PADI6
chr1	17733250	RCC2
chr1	17733250	RCC2
chr1	17846826	ARHGEF10L
chr1	17914910	ARHGEF10L
chr1	17866329	ARHGEF10L
chr1	17866329	ARHGEF10L
chr1	17907047	ARHGEF10L
chr1	17907047	ARHGEF10L
chr1	17941582	ARHGEF10L
chr1	17944810	ARHGEF10L
chr1	17944810	ARHGEF10L
chr1	17952450	ARHGEF10L
chr1	18020541	ARHGEF10L
chr1	18081807	ACTL8
chr1	18434239	IGSF21
chr1	18687860	IGSF21
chr1	18807423	KLHDC7A
chr1	18807664	KLHDC7A
chr1	18957499	PAX7
chr1	18957499	PAX7
chr1	18957499	PAX7
chr1	19166092	TAS1R2
chr1	19197923	ALDH4A1
chr1	19197923	ALDH4A1
chr1	19197923	ALDH4A1
chr1	19197923	ALDH4A1
chr1	19230773	IFFO2
chr1	19400999	UBR4
chr1	19400999	UBR4
chr1	19400999	UBR4
chr1	19400999	UBR4
chr1	19400999	UBR4
chr1	19400999	UBR4
chr1	19438133	UBR4
chr1	19447682	UBR4
chr1	19477417	UBR4
chr1	19477417	UBR4
chr1	19400999	UBR4
chr1	19542157	EMC1
chr1	19542157	EMC1
chr1	19542157	EMC1
chr1	19542157	EMC1
chr1	19542157	EMC1
chr1	19578074	MRTO4
chr1	19609056	AKR7A3
chr1	19629201	AKR7A2
chr1	19634232	AKR7A2
chr1	19638739	SLC66A1
chr1	19638739	SLC66A1
chr1	19638739	SLC66A1
chr1	19638739	SLC66A1
chr1	19638739	SLC66A1
chr1	19665266	CAPZB
chr1	19665266	CAPZB
chr1	19665266	CAPZB
chr1	19665266	CAPZB
chr1	19923470	MICOS10
chr1	19923470	MICOS10
chr1	19923470	MICOS10
chr1	19923470	MICOS10
chr1	19923470	MICOS10
chr1	19923470	NBL1
chr1	19923470	NBL1
chr1	19969722	NBL1
chr1	19969722	NBL1
chr1	19969902	NBL1
chr1	19970207	NBL1
chr1	19970666	NBL1
chr1	19971865	NBL1
chr1	19972259	NBL1
chr1	19974103	NBL1
chr1	19991779	HTR6
chr1	20008734	TMCO4
chr1	20008734	TMCO4
chr1	20071536	TMCO4
chr1	20008705	TMCO4
chr1	20072024	TMCO4
chr1	20140521	RNF186
chr1	20208887	OTUD3
chr1	20246799	PLA2G2E
chr1	20301923	PLA2G2A
chr1	20301923	PLA2G2A
chr1	20301923	PLA2G2A
chr1	20301923	PLA2G2A
chr1	20354671	PLA2G5
chr1	20396700	PLA2G5
chr1	20439142	PLA2G2D
chr1	20439142	PLA2G2D
chr1	20465822	PLA2G2F
chr1	20490483	PLA2G2C
chr1	20617411	VWA5B1
chr1	20617411	VWA5B1
chr1	20617411	VWA5B1
chr1	20659258	VWA5B1
chr1	20659258	VWA5B1
chr1	20808883	CAMK2N1
chr1	20825940	MUL1
chr1	20878931	FAM43B
chr1	20915443	CDA
chr1	20915443	CDA
chr1	20915443	CDA
chr1	20959947	PINK1
chr1	20972000	PINK1
chr1	20978259	DDOST
chr1	20978259	DDOST
chr1	20978259	DDOST
chr1	20990506	KIF17
chr1	20990506	KIF17
chr1	20990506	KIF17
chr1	20990506	KIF17
chr1	21046224	SH2D5
chr1	21046224	SH2D5
chr1	21046224	SH2D5
chr1	21069170	HP1BP3
chr1	21069170	HP1BP3
chr1	21069622	HP1BP3
chr1	21069170	HP1BP3
chr1	21102147	HP1BP3
chr1	21069170	HP1BP3
chr1	21069170	HP1BP3
chr1	21080550	HP1BP3
chr1	21132784	EIF4G3
chr1	21132784	EIF4G3
chr1	21132784	EIF4G3
chr1	21267737	EIF4G3
chr1	21267737	EIF4G3
chr1	21132784	EIF4G3
chr1	21267737	EIF4G3
chr1	21132784	EIF4G3
chr1	21132784	EIF4G3
chr1	21543739	ECE1
chr1	21543739	ECE1
chr1	21543739	ECE1
chr1	21543739	ECE1
chr1	21559597	ECE1
chr1	21543739	ECE1
chr1	21766582	NBPF3
chr1	21766582	NBPF3
chr1	21766582	NBPF3
chr1	21766582	NBPF3
chr1	21835857	ALPL
chr1	21835857	ALPL
chr1	21835857	ALPL
chr1	21835857	ALPL
chr1	21877771	ALPL
chr1	21922707	RAP1GAP
chr1	21943798	RAP1GAP
chr1	21922707	RAP1GAP
chr1	21922707	RAP1GAP
chr1	21922707	RAP1GAP
chr1	22012384	USP48
chr1	22004791	USP48
chr1	22004791	USP48
chr1	22004791	USP48
chr1	22004791	USP48
chr1	22004791	USP48
chr1	22047528	USP48
chr1	22054338	USP48
chr1	22147942	LDLRAD2
chr1	22138757	LDLRAD2
chr1	22148736	HSPG2
chr1	22213707	HSPG2
chr1	22148736	HSPG2
chr1	22148736	HSPG2
chr1	22303417	CELA3B
chr1	22303417	CELA3A
chr1	22328148	CELA3A
chr1	22379119	CDC42
chr1	22379119	CDC42
chr1	22379119	CDC42
chr1	22379119	CDC42
chr1	22379119	CDC42
chr1	22379119	CDC42
chr1	22379119	CDC42
chr1	22443797	WNT4
chr1	22443797	WNT4
chr1	22828068	ZBTB40
chr1	22778343	ZBTB40
chr1	22778343	ZBTB40
chr1	22778343	ZBTB40
chr1	22890003	EPHA8
chr1	22890003	EPHA8
chr1	22963117	C1QA
chr1	22970117	C1QC
chr1	22970117	C1QC
chr1	22979681	C1QB
chr1	23037330	EPHB2
chr1	23037330	EPHB2
chr1	23037330	EPHB2
chr1	23037331	EPHB2
chr1	23345940	KDM1A
chr1	23345940	KDM1A
chr1	23410515	LUZP1
chr1	23410515	LUZP1
chr1	23416919	LUZP1
chr1	23417682	LUZP1
chr1	23518387	HTR1D
chr1	23636275	HNRNPR
chr1	23636275	HNRNPR
chr1	23636275	HNRNPR
chr1	23636275	HNRNPR
chr1	23636275	HNRNPR
chr1	23636275	HNRNPR
chr1	23636275	HNRNPR
chr1	23636275	HNRNPR
chr1	23685940	ZNF436
chr1	23685940	ZNF436
chr1	23710670	TCEA3
chr1	23707554	TCEA3
chr1	23724037	TCEA3
chr1	23735156	TCEA3
chr1	23755055	ASAP3
chr1	23755055	ASAP3
chr1	23755055	ASAP3
chr1	23755055	ASAP3
chr1	23768993	ASAP3
chr1	23832919	E2F2
chr1	23884420	ID3
chr1	24018268	RPL11
chr1	24018268	RPL11
chr1	24069855	ELOA
chr1	24104875	PITHD1
chr1	24104875	PITHD1
chr1	24117645	LYPLA2
chr1	24122088	GALE
chr1	24122088	GALE
chr1	24122088	GALE
chr1	24122088	GALE
chr1	24124576	GALE
chr1	24130889	HMGCL
chr1	24128366	HMGCL
chr1	24128366	HMGCL
chr1	24130077	HMGCL
chr1	24128366	HMGCL
chr1	24186287	FUCA1
chr1	24171571	FUCA1
